Brick Code,Class Code,Family Code,Segment Code,Brick Description,Class Description,Family Description,Segment Description
10000194,50192300,50190000,50000000,Sauces/Nappages pour Desserts (Périssable),Desserts/Nappages pour Desserts,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000193,50192300,50190000,50000000,Sauces/Nappages pour Desserts (Surgelé),Desserts/Nappages pour Desserts,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000621,50192400,50190000,50000000,Assortiments de Pâtes à Tartiner Sucrées,Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000217,50192400,50190000,50000000,Confitures/Marmelades/Gelées (Longue Conservation),Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006837,50192400,50190000,50000000,Confitures/Marmelades/Gelées (Périssable),Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000213,50192400,50190000,50000000,Miel (Longue Conservation),Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000187,50192400,50190000,50000000,Pâtes à Tartiner Sucrées (Longue Conservation),Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006848,50192400,50190000,50000000,Substitut de Miel,Pâtes à Tartiner Sucrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000242,50192900,50190000,50000000,Pâtes/Nouilles – Non Prêt à Consommer (Longue Conservation),Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000317,50192900,50190000,50000000,Pâtes/Nouilles – Non Prêt à Consommer (Périssable),Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000318,50192900,50190000,50000000,Pâtes/Nouilles – Non Prêt à Consommer (Surgelé),Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000241,50192900,50190000,50000000,Pâtes/Nouilles – Prêt à Consommer (Longue Conservation),Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000240,50192900,50190000,50000000,Pâtes/Nouilles – Prêt à Consommer (Périssable),Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006219,50192900,50190000,50000000,Pâtes/Nouilles Assortiments,Pâtes/Nouilles,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000296,50193200,50190000,50000000,Produits à Base de Céréales – Non Prêt à Consommer – Salé (Surgelé),Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000297,50193200,50190000,50000000,Produits à Base de Céréales / Repas – Non Prêt à Consommer – Salé (Longue Conservation),Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000295,50193200,50190000,50000000,Produits à Base de Céréales / Repas – Non Prêt à Consommer – Salé (Périssable),Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000294,50193200,50190000,50000000,Produits à Base de Céréales / Repas – Prêt à Consommer – Salé (Longue Conservation),Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000293,50193200,50190000,50000000,Produits à Base de Céréales / Repas – Prêt à Consommer – Salé (Périssable),Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006228,50193200,50190000,50000000,Produits à Base de Céréales / Repas Assortiments,Produits à Base de Céréales / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005228,50193500,50190000,50000000,Produits à Base de Lait/d'Œufs / Repas – Prêt à Consommer (Longue Conservation),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005226,50193500,50190000,50000000,Produits à Base d'Œufs / Repas – Non Prêt à Consommer (Longue Conservation),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005225,50193500,50190000,50000000,Produits à Base d'Œufs / Repas – Non Prêt à Consommer (Périssable),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005224,50193500,50190000,50000000,Produits à Base d'Œufs / Repas – Non Prêt à Consommer (Surgelé),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005827,50193500,50190000,50000000,Produits Laitiers / Repas – Non Prêt à Consommer (Surgelé),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005826,50193500,50190000,50000000,Produits Laitiers / Repas – Non Prêt à Consommer/Boire (Périssable),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005227,50193500,50190000,50000000,Produits Laitiers et à Base d'Œufs / Repas – Prêt à Consommer (Périssable),Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006229,50193500,50190000,50000000,Produits Laitiers et à base d'Oeufs / Assortiments de Repas,Produits à Base de Lait/d'Œufs / Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006221,50193100,50190000,50000000,Produit à Base de Légumes / Assortiments de Repas,Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000292,50193100,50190000,50000000,Produits à Base de Légumes – Non Prêt à Consommer (Longue Conservation),Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000290,50193100,50190000,50000000,Produits à Base de Légumes – Non Prêt à Consommer (Périssable),Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000291,50193100,50190000,50000000,Produits à Base de Légumes – Non Prêt à Consommer (Surgelé),Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000288,50193100,50190000,50000000,Produits à Base de Légumes – Prêt à Consommer (Longue Conservation),Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000289,50193100,50190000,50000000,Produits à Base de Légumes – Prêt à Consommer (Périssable),Produits à Base de Légumes/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006222,50193300,50190000,50000000,Produits à base de Pâte / Assortiments de Repas,Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000302,50193300,50190000,50000000,Produits à Base de Pâte / Repas – Non Prêt à Consommer – Salé (Longue Conservation),Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000300,50193300,50190000,50000000,Produits à Base de Pâte / Repas – Non Prêt à Consommer – Salé (Périssable),Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000301,50193300,50190000,50000000,Produits à Base de Pâte / Repas – Non Prêt à Consommer – Salé (Surgelé),Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000299,50193300,50190000,50000000,Produits à Base de Pâte / Repas – Prêt à Consommer – Salé (Longue Conservation),Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000298,50193300,50190000,50000000,Produits à Base de Pâte / Repas – Prêt à Consommer – Salé (Périssable),Produits à Base de Pâte/ Repas,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000255,50192500,50190000,50000000,Sandwichs/Rouleaux Farcis/Tortillas Fourrées (Périssable),Sandwichs/Rouleaux Farcis/Tortillas Fourrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000254,50192500,50190000,50000000,Sandwichs/Rouleaux Farcis/Tortillas Fourrées (Surgelé),Sandwichs/Rouleaux Farcis/Tortillas Fourrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006217,50192500,50190000,50000000,Sandwichs/Rouleaux Farcis/Tortillas Fourrées Assortiments,Sandwichs/Rouleaux Farcis/Tortillas Fourrées,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006316,50191500,50190000,50000000,Additifs pour Soupe (Longue Conservation),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006315,50191500,50190000,50000000,Additifs pour Soupe (Périssable),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006314,50191500,50190000,50000000,Additifs pour Soupes (Surgelé),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000261,50191500,50190000,50000000,Soupes – Préparé (Périssable),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000260,50191500,50190000,50000000,Soupes – Préparé (Surgelé),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000262,50191500,50190000,50000000,Soupes – Préparées (Longue Conservation),Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006216,50191500,50190000,50000000,Soupes – Préparées Assortiments,Soupes – Préparé,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10006230,50193600,50190000,50000000,Succédanés de Viande – Assortiments,Succédanés de Viande,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005825,50193600,50190000,50000000,Succédanés de Viande (Longue Conservation),Succédanés de Viande,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005824,50193600,50190000,50000000,Succédanés de Viande (Périssable),Succédanés de Viande,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10005823,50193600,50190000,50000000,Succédanés de Viande (Surgelé),Succédanés de Viande,Aliments Préparés/Préservés,Nourriture/Boisson/Tabac
10000619,50172000,50170000,50000000,Assortiments d’Assaisonnements/Conservateurs/Concentrés,Assortiments d’Assaisonnements/Conservateurs/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10008044,50172100,50170000,50000000,Boyaux Artificiels,Boyaux pour Produits Alimentaires,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10008043,50172100,50170000,50000000,Boyaux Naturels,Boyaux pour Produits Alimentaires,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000616,50171900,50170000,50000000,Assortiments de Conserves au Vinaigre/Condiments/Chutneys/Olives,Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000180,50171900,50170000,50000000,Chutneys/Condiments (Longue Conservation),Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000587,50171900,50170000,50000000,Chutneys/Condiments (Périssable),Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000586,50171900,50170000,50000000,Chutneys/Condiments (Surgelé),Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000244,50171900,50170000,50000000,Conserves de Légumes au Vinaigre,Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000239,50171900,50170000,50000000,Olives (Longue Conservation),Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000238,50171900,50170000,50000000,Olives (Périssable),Conserves au Vinaigre/Condiments/Chutneys/Olives,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10008061,50171500,50170000,50000000,Additifs Alimentaires,Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000615,50171500,50170000,50000000,Assortiments d’Herbes/Epices/Concentrés,Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000578,50171500,50170000,50000000,Concentrés Liquides/Os (Longue Conservation),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000579,50171500,50170000,50000000,Concentrés Liquides/Os (Périssable),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000580,50171500,50170000,50000000,Concentrés Liquides/Os (Surgelé),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000050,50171500,50170000,50000000,Concentrés/Sels/Attendrisseurs (Longue Conservation),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006214,50171500,50170000,50000000,Extraits/Assaisonnements/Exhausteurs de Goût (Longue Conservation),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000049,50171500,50170000,50000000,Herbes/Epices (Longue Conservation),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000048,50171500,50170000,50000000,Herbes/Epices (Périssable),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000212,50171500,50170000,50000000,Herbes/Epices (Surgelé),Herbes/Epices/Concentrés,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000200,50171800,50170000,50000000,Assaisonnements/Sauces Froides (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000199,50171800,50170000,50000000,Assaisonnements/Sauces Froides (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000583,50171800,50170000,50000000,Assaisonnements/Sauces Froides (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000617,50171800,50170000,50000000,Assortiments de Sauces/Produits à Tartiner Salés/Sauces Froides/Condiments,Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000280,50171800,50170000,50000000,Autres Sauces Condimentaires/Condiments/Nappages Salés/Produits à Tartiner Salés/Marinades (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000577,50171800,50170000,50000000,Autres Sauces Condimentaires/Condiments/Nappages Salés/Produits à Tartiner Salés/Marinades (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000581,50171800,50170000,50000000,Glaçage (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006325,50171800,50170000,50000000,Ketchup de Tomate/Succédané de Ketchup (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006324,50171800,50170000,50000000,Ketchup de Tomate/Succédané de Ketchup (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006323,50171800,50170000,50000000,Ketchup de Tomate/Succédané de Ketchup (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006319,50171800,50170000,50000000,Mayonnaise/Succédané de Mayonnaise (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006318,50171800,50170000,50000000,Mayonnaise/Succédané de Mayonnaise (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006317,50171800,50170000,50000000,Mayonnaise/Succédané de Mayonnaise (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006322,50171800,50170000,50000000,Moutarde (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006321,50171800,50170000,50000000,Moutarde (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10006320,50171800,50170000,50000000,Moutarde (Surgelée),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000306,50171800,50170000,50000000,Pâté (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000064,50171800,50170000,50000000,Pâté (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000576,50171800,50170000,50000000,Pâté (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000057,50171800,50170000,50000000,Sauces – Cuisson (Longue Conservation),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000055,50171800,50170000,50000000,Sauces – Cuisson (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000056,50171800,50170000,50000000,Sauces – Cuisson (Surgelé),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000054,50171800,50170000,50000000,Sauces Condimentaires/Condiments/Nappages Salés/Produits à Tartiner Salés/Marinades (Périssable),Sauces/Produits à tartiner salés/Sauces froides/Condiments,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000618,50171700,50170000,50000000,Assortiments de Vinaigres/Vins de Cuisine,Vinaigres/Vins de Cuisine,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000051,50171700,50170000,50000000,Vinaigres,Vinaigres/Vins de Cuisine,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000052,50171700,50170000,50000000,Vins de Cuisine,Vinaigres/Vins de Cuisine,Assaisonnements/Conservateurs/Concentrés,Nourriture/Boisson/Tabac
10000590,50230100,50230000,50000000,Assortiments d’Aliments/Boissons/Tabacs,Assortiments d’Aliments/Boissons/Tabacs,Assortiments d’Aliments/Boissons/Tabacs,Nourriture/Boisson/Tabac
10008058,50230100,50230000,50000000,Rations Militaires,Assortiments d’Aliments/Boissons/Tabacs,Assortiments d’Aliments/Boissons/Tabacs,Nourriture/Boisson/Tabac
10000623,50202500,50200000,50000000,Assortiments de Boissons,Assortiments de Boissons,Boissons,Nourriture/Boisson/Tabac
10000591,50202200,50200000,50000000,Assortiments de Boissons Alcoolisées,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000159,50202200,50200000,50000000,Bière,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008029,50202200,50200000,50000000,Bière (Non Alcoolisée),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10003689,50202200,50200000,50000000,Boissons Alcoolisées Fermentées sans Raisin – Mousseux,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000588,50202200,50200000,50000000,Boissons Alcoolisées Fermentées sans Raisin – Tranquille,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000144,50202200,50200000,50000000,Boissons Alcoolisées Pré-mélangées,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008035,50202200,50200000,50000000,Boissons Pré-mélangées (Non Alcoolisées),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008032,50202200,50200000,50000000,Cidre/Poiré – Mousseux (Non Alcoolisé),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008033,50202200,50200000,50000000,Cidre/Poiré – Tranquille (Non Alcoolisé),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000181,50202200,50200000,50000000,Cidre/Poiré Boisson Alcoolisée – Mousseux,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10006327,50202200,50200000,50000000,Cidre/Poiré Boisson Alcoolisées – Tranquille,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000143,50202200,50200000,50000000,Fournitures de Fabrication d’Alcool,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008042,50202200,50200000,50000000,Kits d’Aromatisation pour Alcools,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000142,50202200,50200000,50000000,Kits de Fabrication d’Alcool,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000227,50202200,50200000,50000000,Liqueurs,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000589,50202200,50200000,50000000,Sirops Alcoolisés/Cordials,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000263,50202200,50200000,50000000,Spiritueux,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008034,50202200,50200000,50000000,Spiritueux (Non Alcoolisés),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000273,50202200,50200000,50000000,Vin – Fortifié,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000275,50202200,50200000,50000000,Vin – Mousseux,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008030,50202200,50200000,50000000,Vin – Mousseux (Non Alcoolisé),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000276,50202200,50200000,50000000,Vin – Tranquille,Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10008031,50202200,50200000,50000000,Vin – Tranquille (Non Alcoolisé),Boissons Alcoolisées,Boissons,Nourriture/Boisson/Tabac
10000593,50202400,50200000,50000000,Assortiments de Boissons Non Alcoolisées – Non Prêt à Boire,Boissons Non Alcoolisées – Non Prêts à Boire,Boissons,Nourriture/Boisson/Tabac
10000309,50202400,50200000,50000000,Boissons à Base de Jus de Fruits – Non Prêt à Boire (Longue Conservation),Boissons Non Alcoolisées – Non Prêts à Boire,Boissons,Nourriture/Boisson/Tabac
